Global_ID,Cases,Cases_ID,Angle,Vertical_Steps_Section,Horizontal_Steps_Plan,Balcony_Steps,PV_Canopy_Steps,Vertical_Louvre_Steps,sDA,ASE,UDI_Middle,UDI_Low,UDI_High,Winter_Average_Radation_kWh/m2,Summer_Average_Radation_kWh/m2,Area_Active_Solar_Potential,PercArea_Active_Solar_Potential,Area_PV_Potential,PercArea_PV_Potential,Glass_Area,Opaque_Area,Surface_Area,Floor_Area,S/F_RATIO,Canopy_Area,Handrail_Area,Louvers_Area,
Case_229,Back,Back_229,0,-0.6,1.2,0,0.6,0,84.56,50.826667,53.94,10.88,35.18,518.67,25.65,15.34,27.86,36.86,66.91,43.74,55.08,98.82,116.64,0.85,9.72,0,0,
Case_230,Back,Back_230,0,-0.6,1.2,0,0.6,0.6,78.6,47.2,58.19,12.05,29.77,418.1,18.42,21.42,29.38,45.36,62.22,43.74,55.08,98.82,116.64,0.85,9.72,0,17.82,
Case_231,Back,Back_231,0,-0.6,1.2,0,0.6,1.2,66.35,42.276667,61.35,13.88,24.78,331.53,12.9,28.85,31.8,48.6,53.57,43.74,55.08,98.82,116.64,0.85,9.72,0,35.64,
Case_232,Back,Back_232,0,-0.6,1.2,0,1.2,0,83,49.736667,56.45,11.28,32.27,447.51,20.94,17.82,27.5,37.26,57.5,43.74,55.08,98.82,116.64,0.85,19.44,0,0,
Case_233,Back,Back_233,0,-0.6,1.2,0,1.2,0.6,76.42,44.496667,61.04,12.65,26.31,358.28,14.2,18.23,22.06,44.55,53.92,43.74,55.08,98.82,116.64,0.85,19.44,0,17.82,
Case_234,Back,Back_234,0,-0.6,1.2,0,1.2,1.2,64,38.69,64.79,14.36,20.85,277.31,9.33,16.43,16.35,53.64,53.4,43.74,55.08,98.82,116.64,0.85,19.44,0,35.64,
Case_235,Back,Back_235,0,-0.6,1.2,0.6,0,0,79.77,51.133333,53.81,11.22,34.97,444.23,24.35,1.22,2.03,55.08,91.89,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_236,Back,Back_236,0,-0.6,1.2,0.6,0,0.6,73.07,47.2,57.27,12.64,30.09,373.34,18.9,10.94,14.06,63.18,81.25,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_237,Back,Back_237,0,-0.6,1.2,0.6,0,1.2,63.4,42.583333,60.16,14.54,25.31,296.97,13.13,27.54,28.81,63.18,66.1,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_238,Back,Back_238,0,-0.6,1.2,0.6,0.6,0,79.61,50.826667,54.34,11.31,34.35,389.24,19.64,14.58,20.93,48.2,69.19,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_239,Back,Back_239,0,-0.6,1.2,0.6,0.6,0.6,73.36,47.2,58.18,12.63,29.19,321.71,14.59,17.41,19.91,59.94,68.52,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_240,Back,Back_240,0,-0.6,1.2,0.6,0.6,1.2,63.17,42.276667,61.08,14.55,24.37,257.81,10.33,26.78,25.43,63.18,60,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_241,Back,Back_241,0,-0.6,1.2,0.6,1.2,0,78.99,49.736667,56.57,11.73,31.7,325.74,15.38,19.84,25,46.17,58.16,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_242,Back,Back_242,0,-0.6,1.2,0.6,1.2,0.6,71.55,44.496667,61.01,13.17,25.82,262.34,10.62,14.58,15,59.13,60.83,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_243,Back,Back_243,0,-0.6,1.2,0.6,1.2,1.2,62.1,38.69,64.58,14.95,20.47,204.14,6.83,17.91,15.57,66.33,57.67,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_244,Back,Back_244,0,-0.6,1.2,1.2,0,0,78.92,50.826667,54.84,11.48,33.68,410.41,21.35,17.73,29.58,32.81,54.73,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_245,Back,Back_245,0,-0.6,1.2,1.2,0,0.6,69.88,46.94,58.33,13.01,28.65,341.27,16.21,21.06,27.08,42.93,55.21,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_246,Back,Back_246,0,-0.6,1.2,1.2,0,1.2,60.52,42.276667,61.12,14.66,24.22,276.87,11.68,19.67,20.57,53.46,55.93,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_247,Back,Back_247,0,-0.6,1.2,1.2,0.6,0,79.04,49.736667,56.97,11.76,31.27,352.19,17.35,21.06,30.23,35.24,50.58,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_248,Back,Back_248,0,-0.6,1.2,1.2,0.6,0.6,70.08,44.496667,61.38,13.12,25.5,287.21,12.5,16.04,18.33,44.31,50.65,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_249,Back,Back_249,0,-0.6,1.2,1.2,0.6,1.2,59.86,38.69,64.44,15.36,20.2,225.32,8.24,12.38,11.75,58.5,55.55,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_250,Back,Back_250,0,-0.6,1.2,1.2,1.2,0,76.19,46.16,59.93,12.18,27.89,299.14,13.66,18.23,22.96,37.67,47.45,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_251,Back,Back_251,0,-0.6,1.2,1.2,1.2,0.6,67.18,38.69,64.56,13.99,21.45,246.05,9.84,24.87,25.58,45.2,46.5,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_252,Back,Back_252,0,-0.6,1.2,1.2,1.2,1.2,54.84,28.836667,67.74,16.25,16.01,186.42,5.76,16.48,14.33,58.67,51.01,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_253,Back,Back_253,0,-0.6,1.2,1.8,0,0,76.61,49.736667,57.45,11.91,30.64,371.37,17.2,27.99,46.7,21.87,36.49,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_254,Back,Back_254,0,-0.6,1.2,1.8,0,0.6,68.33,44.496667,61.72,13.55,24.73,307.85,12.56,25.76,33.13,30.7,39.48,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_255,Back,Back_255,0,-0.6,1.2,1.8,0,1.2,58.52,38.69,64.8,15.51,19.69,244.4,8.33,12.94,13.54,45.16,47.25,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_256,Back,Back_256,0,-0.6,1.2,1.8,0.6,0,75.35,46.16,60.17,12.31,27.52,322.06,13.74,21.87,31.4,27.95,40.12,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_257,Back,Back_257,0,-0.6,1.2,1.8,0.6,0.6,64.66,38.69,64.71,14.08,21.21,269.04,10.02,29.08,33.24,32.24,36.85,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_258,Back,Back_258,0,-0.6,1.2,1.8,0.6,1.2,53.42,28.836667,67.78,16.39,15.83,208.23,5.88,17.27,16.4,45.11,42.84,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_259,Back,Back_259,0,-0.6,1.2,1.8,1.2,0,72.29,41.393333,63.31,13.14,23.55,270.89,10.12,24.71,31.12,34.02,42.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_260,Back,Back_260,0,-0.6,1.2,1.8,1.2,0.6,59.25,36.776667,67.27,15.05,17.69,229.19,7.44,20.9,21.5,38.23,39.33,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_261,Back,Back_261,0,-0.6,1.2,1.8,1.2,1.2,47.28,22.72,69.58,18.01,12.41,178.41,4.22,23.55,20.47,45.68,39.72,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_262,Back,Back_262,0,-0.6,1.2,2.4,0,0,73.87,46.16,60.77,12.45,26.78,322.99,13.45,21.87,36.49,18.23,30.41,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_263,Back,Back_263,0,-0.6,1.2,2.4,0,0.6,63.3,38.69,64.82,14.37,20.81,272.7,9.86,35.44,45.58,20.09,25.83,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_264,Back,Back_264,0,-0.6,1.2,2.4,0,1.2,52.16,28.836667,67.68,16.93,15.39,212.39,5.82,26.48,27.7,29.99,31.37,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_265,Back,Back_265,0,-0.6,1.2,2.4,0.6,0,71.15,41.133333,63.67,13.4,22.93,275.34,10,22.28,31.98,24.3,34.88,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_266,Back,Back_266,0,-0.6,1.2,2.4,0.6,0.6,58.71,36.776667,67.36,15.35,17.29,234.59,7.38,23.73,27.13,26.89,30.74,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_267,Back,Back_267,0,-0.6,1.2,2.4,0.6,1.2,46.26,22.72,69.48,18.24,12.28,184.16,4.19,25.92,24.62,32.69,31.04,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_268,Back,Back_268,0,-0.6,1.2,2.4,1.2,0,65.2,37.343333,66.72,14.48,18.8,233.87,7.86,18.23,22.96,34.02,42.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_269,Back,Back_269,0,-0.6,1.2,2.4,1.2,0.6,52.47,25.26,69.23,16.99,13.78,198.82,5.8,24.06,24.75,34.02,35,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_270,Back,Back_270,0,-0.6,1.2,2.4,1.2,1.2,40.72,18.01,70.33,20.17,9.49,158.68,3.62,19.05,16.56,36.1,31.38,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_271,Base,Base_Case,0,0,0,0,0,0,93.52,58.33,50.49,9.24,40.27,908.47,34.96,0,0,9.72,100,43.74,9.72,53.46,116.64,0.46,0,0,0,0
Case_272,Fixed_Section,FixedSection_001,0,0,0,0,0,0.6,86.42,56.48,54.54,10.01,35.44,693.1,23.01,17.82,64.71,9.72,35.29,43.74,9.72,53.46,116.64,0.46,0,0,17.82,17.82
Case_273,Fixed_Section,FixedSection_002,0,0,0,0,0,1.2,77.16,50.93,59.31,10.95,29.74,507.1,16.62,38.88,85.71,6.48,14.29,43.74,9.72,53.46,116.64,0.46,0,0,35.64,
Case_274,Fixed_Section,FixedSection_003,0,0,0,0,0.6,0,91.67,58.33,51.07,9.39,39.55,775.11,24.23,9.72,50,9.72,50,43.74,9.72,53.46,116.64,0.46,9.72,0,0,
Case_275,Fixed_Section,FixedSection_004,0,0,0,0,0.6,0.6,83.02,56.48,55.12,10.11,34.78,604.34,17.1,25.31,67.93,9.72,26.09,43.74,9.72,53.46,116.64,0.46,9.72,0,17.82,
Case_276,Fixed_Section,FixedSection_005,0,0,0,0,0.6,1.2,73.77,50.93,59.87,11.16,28.96,445.1,12.49,43.03,78.13,3.24,5.88,43.74,9.72,53.46,116.64,0.46,9.72,0,35.64,
Case_277,Fixed_Section,FixedSection_006,0,0,0,0,1.2,0,89.2,58.33,53.27,9.57,37.15,635.32,15.91,0,0,19.44,66.67,43.74,9.72,53.46,116.64,0.46,19.44,0,0,
Case_278,Fixed_Section,FixedSection_007,0,0,0,0,1.2,0.6,82.1,56.48,57.75,10.46,31.79,503.68,12.1,10.77,22.92,19.44,41.38,43.74,9.72,53.46,116.64,0.46,19.44,0,17.82,
Case_279,Fixed_Section,FixedSection_008,0,0,0,0,1.2,1.2,70.37,49.07,62.66,11.55,25.79,373.53,8.97,23.19,35.78,12.96,20,43.74,9.72,53.46,116.64,0.46,19.44,0,35.64,
Case_280,Fixed_Section,FixedSection_009,0,0,0,0.6,0,0,80.56,58.33,52.17,9.7,38.14,624.53,20.24,9.72,40,14.58,60,43.74,9.72,53.46,116.64,0.46,0,14.58,0,
Case_281,Fixed_Section,FixedSection_010,0,0,0,0.6,0,0.6,72.84,56.48,56.02,10.58,33.39,492.14,14.75,21.6,51.28,14.58,34.62,43.74,9.72,53.46,116.64,0.46,0,14.58,17.82,
Case_282,Fixed_Section,FixedSection_011,0,0,0,0.6,0,1.2,66.36,50.93,60.09,11.83,28.08,360.03,10.7,31.72,52.93,14.58,24.32,43.74,9.72,53.46,116.64,0.46,0,14.58,35.64,
Case_283,Fixed_Section,FixedSection_012,0,0,0,0.6,0.6,0,79.63,58.33,53.65,9.92,36.43,495.8,12.98,0,0,24.3,71.43,43.74,9.72,53.46,116.64,0.46,9.72,14.58,0,
Case_284,Fixed_Section,FixedSection_013,0,0,0,0.6,0.6,0.6,71.3,56.48,58.04,10.71,31.24,398.47,10.24,6.31,12.17,24.3,46.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,17.82,
Case_285,Fixed_Section,FixedSection_014,0,0,0,0.6,0.6,1.2,66.67,49.07,62.67,12.06,25.27,293.73,7.58,15.59,22.38,24.3,34.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,35.64,
Case_286,Fixed_Section,FixedSection_015,0,0,0,0.6,1.2,0,80.86,54.63,57.35,10.25,32.39,401.54,8.43,0,0,34.02,77.78,43.74,9.72,53.46,116.64,0.46,19.44,14.58,0,
Case_287,Fixed_Section,FixedSection_016,0,0,0,0.6,1.2,0.6,70.06,47.22,62.04,11.19,26.76,325.16,6.66,0,0,34.02,55.26,43.74,9.72,53.46,116.64,0.46,19.44,14.58,17.82,
Case_288,Fixed_Section,FixedSection_017,0,0,0,0.6,1.2,1.2,63.27,41.67,66.68,12.66,20.67,242.77,5.03,10.77,13.56,34.02,42.86,43.74,9.72,53.46,116.64,0.46,19.44,14.58,35.64,
Case_289,Fixed_Section,FixedSection_018,0,0,0,1.2,0,0,77.16,58.33,54.36,9.95,35.7,526.2,12.67,0,0,14.58,60,43.74,9.72,53.46,116.64,0.46,0,14.58,0,
Case_290,Fixed_Section,FixedSection_019,0,0,0,1.2,0,0.6,70.06,56.48,58.54,10.77,30.7,431.2,10.15,6.68,15.87,14.58,34.62,43.74,9.72,53.46,116.64,0.46,0,14.58,17.82,
Case_291,Fixed_Section,FixedSection_020,0,0,0,1.2,0,1.2,63.27,49.07,63.08,12.2,24.72,322.35,7.54,11.14,18.58,14.58,24.32,43.74,9.72,53.46,116.64,0.46,0,14.58,35.64,
Case_292,Fixed_Section,FixedSection_021,0,0,0,1.2,0.6,0,78.7,54.63,57.79,10.35,31.86,436.29,8.47,0,0,24.3,71.43,43.74,9.72,53.46,116.64,0.46,9.72,14.58,0,
Case_293,Fixed_Section,FixedSection_022,0,0,0,1.2,0.6,0.6,68.52,47.22,62.31,11.26,26.43,362.47,6.76,0,0,24.3,46.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,17.82,
Case_294,Fixed_Section,FixedSection_023,0,0,0,1.2,0.6,1.2,60.19,41.67,66.92,12.81,20.27,273.34,5.15,6.31,9.06,24.3,34.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,35.64,
Case_295,Fixed_Section,FixedSection_024,0,0,0,1.2,1.2,0,71.6,48.15,61.36,10.95,27.69,356.3,6.94,0,0,34.02,77.78,43.74,9.72,53.46,116.64,0.46,19.44,14.58,0,
Case_296,Fixed_Section,FixedSection_025,0,0,0,1.2,1.2,0.6,62.35,41.67,65.95,12.28,21.78,295.42,5.48,0,0,34.02,55.26,43.74,9.72,53.46,116.64,0.46,19.44,14.58,17.82,
Case_297,Fixed_Section,FixedSection_026,0,0,0,1.2,1.2,1.2,55.86,34.26,70.47,13.88,15.65,224.7,4.16,0,0,34.02,42.86,43.74,9.72,53.46,116.64,0.46,19.44,14.58,35.64,
Case_298,Fixed_Section,FixedSection_027,0,0,0,1.8,0,0,74.07,54.63,58.37,10.45,31.18,453.31,8.11,0,0,14.58,60,43.74,9.72,53.46,116.64,0.46,0,14.58,0,
Case_299,Fixed_Section,FixedSection_028,0,0,0,1.8,0,0.6,67.28,47.22,62.7,11.45,25.85,380.05,6.5,0,0,14.58,34.62,43.74,9.72,53.46,116.64,0.46,0,14.58,17.82,
Case_300,Fixed_Section,FixedSection_029,0,0,0,1.8,0,1.2,58.95,41.67,67.08,12.9,20.02,291.46,5.01,6.68,11.15,14.58,24.32,43.74,9.72,53.46,116.64,0.46,0,14.58,35.64,
Case_301,Fixed_Section,FixedSection_030,0,0,0,1.8,0.6,0,70.06,48.15,61.72,11.16,27.12,375.09,6.73,0,0,24.3,71.43,43.74,9.72,53.46,116.64,0.46,9.72,14.58,0,
Case_302,Fixed_Section,FixedSection_031,0,0,0,1.8,0.6,0.6,61.73,41.67,66.29,12.31,21.4,315.43,5.37,0,0,24.3,46.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,17.82,
Case_303,Fixed_Section,FixedSection_032,0,0,0,1.8,0.6,1.2,54.32,34.26,70.49,14.04,15.47,245.79,4.1,0,0,24.3,34.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,35.64,
Case_304,Fixed_Section,FixedSection_033,0,0,0,1.8,1.2,0,63.89,39.81,65.3,12.04,22.66,309.66,6.02,0,0,34.02,77.78,43.74,9.72,53.46,116.64,0.46,19.44,14.58,0,
Case_305,Fixed_Section,FixedSection_034,0,0,0,1.8,1.2,0.6,56.17,37.04,69.63,13.31,17.06,260.76,4.8,0,0,34.02,55.26,43.74,9.72,53.46,116.64,0.46,19.44,14.58,17.82,
Case_306,Fixed_Section,FixedSection_035,0,0,0,1.8,1.2,1.2,48.15,28.7,73.16,15.48,11.36,205.5,3.7,0,0,34.02,42.86,43.74,9.72,53.46,116.64,0.46,19.44,14.58,35.64,
Case_307,Fixed_Section,FixedSection_036,0,0,0,2.4,0,0,66.98,48.15,62.05,11.33,26.62,372.04,6.4,0,0,14.58,60,43.74,9.72,53.46,116.64,0.46,0,14.58,0,
Case_308,Fixed_Section,FixedSection_037,0,0,0,2.4,0,0.6,60.8,41.67,66.53,12.4,21.07,313.77,5.13,0,0,14.58,34.62,43.74,9.72,53.46,116.64,0.46,0,14.58,17.82,
Case_309,Fixed_Section,FixedSection_038,0,0,0,2.4,0,1.2,52.16,34.26,70.67,14.06,15.27,245.07,3.95,0,0,14.58,24.32,43.74,9.72,53.46,116.64,0.46,0,14.58,35.64,
Case_310,Fixed_Section,FixedSection_039,0,0,0,2.4,0.6,0,61.73,39.81,65.67,12.2,22.14,307.67,5.78,0,0,24.3,71.43,43.74,9.72,53.46,116.64,0.46,9.72,14.58,0,
Case_311,Fixed_Section,FixedSection_040,0,0,0,2.4,0.6,0.6,55.25,37.04,69.93,13.55,16.52,259.95,4.61,0,0,24.3,46.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,17.82,
Case_312,Fixed_Section,FixedSection_041,0,0,0,2.4,0.6,1.2,48.15,28.7,73.26,15.6,11.14,204.87,3.57,0,0,24.3,34.88,43.74,9.72,53.46,116.64,0.46,9.72,14.58,35.64,
Case_313,Fixed_Section,FixedSection_042,0,0,0,2.4,1.2,0,56.79,33.33,68.73,13.13,18.14,262.43,5.28,0,0,34.02,77.78,43.74,9.72,53.46,116.64,0.46,19.44,14.58,0,
Case_314,Fixed_Section,FixedSection_043,0,0,0,2.4,1.2,0.6,49.69,30.56,72.82,14.67,12.51,219.83,4.19,0,0,34.02,55.26,43.74,9.72,53.46,116.64,0.46,19.44,14.58,17.82,
Case_315,Fixed_Section,FixedSection_044,0,0,0,2.4,1.2,1.2,40.74,24.07,75.01,17.06,7.92,176.96,3.26,0,0,34.02,42.86,43.74,9.72,53.46,116.64,0.46,19.44,14.58,35.64,
Case_316,Fixed_Section,FixedSection_045,0,0,0.6,0,0,0,88.07,55.5,52.09,9.83,38.08,694.02,29.79,0,0,27.54,100,43.74,27.54,71.28,116.64,0.61,0,0,0,
Case_317,Fixed_Section,FixedSection_046,0,0,0.6,0,0,0.6,81.2,51.656667,56.31,10.88,32.81,523.14,19.85,17.82,39.29,27.54,60.71,43.74,27.54,71.28,116.64,0.61,0,0,17.82,
Case_318,Fixed_Section,FixedSection_047,0,0,0.6,0,0,1.2,69.02,44.5,60.56,12.16,27.27,394.2,13.16,42.12,66.67,21.06,33.33,43.74,27.54,71.28,116.64,0.61,0,0,35.64,
Case_319,Fixed_Section,FixedSection_048,0,0,0.6,0,0.6,0,87.09,55.5,52.86,10,37.15,601.36,22.37,10.12,27.17,23.89,64.13,43.74,27.54,71.28,116.64,0.61,9.72,0,0,
Case_320,Fixed_Section,FixedSection_049,0,0,0.6,0,0.6,0.6,78.55,51.656667,56.91,11.03,32.06,459.83,15.16,22.14,40.2,27.54,50,43.74,27.54,71.28,116.64,0.61,9.72,0,17.82,
Case_321,Fixed_Section,FixedSection_050,0,0,0.6,0,0.6,1.2,67.06,44.5,61.29,12.31,26.4,349.28,10.21,42.12,57.78,17.82,24.44,43.74,27.54,71.28,116.64,0.61,9.72,0,35.64,
Case_322,Fixed_Section,FixedSection_051,0,0,0.6,0,1.2,0,85.86,54.98,55.11,10.28,34.61,499,16.17,17.41,37.07,19.85,42.24,43.74,27.54,71.28,116.64,0.61,19.44,0,0,
Case_323,Fixed_Section,FixedSection_052,0,0,0.6,0,1.2,0.6,73.78,50.096667,59.57,11.35,29.08,385.3,11.02,17.69,27.29,28.65,44.22,43.74,27.54,71.28,116.64,0.61,19.44,0,17.82,
Case_324,Fixed_Section,FixedSection_053,0,0,0.6,0,1.2,1.2,65.92,42.323333,63.89,12.85,23.26,292.01,7.36,26.53,32.11,26.33,31.86,43.74,27.54,71.28,116.64,0.61,19.44,0,35.64,
Case_325,Fixed_Section,FixedSection_054,0,0,0.6,0.6,0,0,78.54,55.5,53.63,10.48,35.89,480.41,18.96,14.67,34.83,20.57,48.82,43.74,27.54,71.28,116.64,0.61,0,14.58,0,
Case_326,Fixed_Section,FixedSection_055,0,0,0.6,0.6,0,0.6,69.45,51.656667,57.39,11.64,30.97,373.47,13.11,17.77,29.65,32.4,54.05,43.74,27.54,71.28,116.64,0.61,0,14.58,17.82,
Case_327,Fixed_Section,FixedSection_056,0,0,0.6,0.6,0,1.2,61.8,44.5,61.24,13.22,25.55,281.23,8.71,25.52,32.81,32.4,41.67,43.74,27.54,71.28,116.64,0.61,0,14.58,35.64,
Case_328,Fixed_Section,FixedSection_057,0,0,0.6,0.6,0.6,0,78.88,54.98,55.49,10.57,33.94,392.42,13.69,14.17,27.34,24.3,46.88,43.74,27.54,71.28,116.64,0.61,9.72,14.58,0,
Case_329,Fixed_Section,FixedSection_058,0,0,0.6,0.6,0.6,0.6,70.07,50.096667,59.77,11.74,28.48,304.03,9.36,13.23,18.99,34.32,49.27,43.74,27.54,71.28,116.64,0.61,9.72,14.58,17.82,
Case_330,Fixed_Section,FixedSection_059,0,0,0.6,0.6,0.6,1.2,61.66,42.323333,63.93,13.41,22.66,228.24,6.13,15.59,17.82,42.12,48.15,43.74,27.54,71.28,116.64,0.61,9.72,14.58,35.64,
Case_331,Fixed_Section,FixedSection_060,0,0,0.6,0.6,1.2,0,76.35,48.96,58.81,11.04,30.16,317.6,8.8,7.29,11.84,34.02,55.26,43.74,27.54,71.28,116.64,0.61,19.44,14.58,0,
Case_332,Fixed_Section,FixedSection_061,0,0,0.6,0.6,1.2,0.6,67.04,43.153333,63.48,12.25,24.27,250.16,6.36,17.01,21.43,34.02,42.86,43.74,27.54,71.28,116.64,0.61,19.44,14.58,17.82,
Case_333,Fixed_Section,FixedSection_062,0,0,0.6,0.6,1.2,1.2,57.66,36.516667,67.37,14.14,18.48,188.36,4.12,21.47,22.08,40.4,41.56,43.74,27.54,71.28,116.64,0.61,19.44,14.58,35.64,
Case_334,Fixed_Section,FixedSection_063,0,0,0.6,1.2,0,0,75.63,54.98,55.88,10.7,33.42,418.03,13.42,14.58,34.62,14.58,34.62,43.74,27.54,71.28,116.64,0.61,0,14.58,0,
Case_335,Fixed_Section,FixedSection_064,0,0,0.6,1.2,0,0.6,67.63,50.096667,60.17,11.92,27.91,328.67,9.25,17.69,29.5,17.55,29.28,43.74,27.54,71.28,116.64,0.61,0,14.58,17.82,
Case_336,Fixed_Section,FixedSection_065,0,0,0.6,1.2,0,1.2,60.13,42.323333,64.1,13.48,22.43,252.16,6.22,11.14,14.32,32.4,41.67,43.74,27.54,71.28,116.64,0.61,0,14.58,35.64,
Case_337,Fixed_Section,FixedSection_066,0,0,0.6,1.2,0.6,0,76.03,48.96,58.9,11.16,29.94,348.5,9,8.51,16.41,24.3,46.88,43.74,27.54,71.28,116.64,0.61,9.72,14.58,0,
Case_338,Fixed_Section,FixedSection_067,0,0,0.6,1.2,0.6,0.6,64.57,43.153333,63.42,12.43,24.15,279.78,6.52,13.67,19.62,24.3,34.88,43.74,27.54,71.28,116.64,0.61,9.72,14.58,17.82,
