Global_ID,Cases,Cases_ID,Angle,Vertical_Steps_Section,Horizontal_Steps_Plan,Balcony_Steps,PV_Canopy_Steps,Vertical_Louvre_Steps,sDA,ASE,UDI_Middle,UDI_Low,UDI_High,Winter_Average_Radation_kWh/m2,Summer_Average_Radation_kWh/m2,Area_Active_Solar_Potential,PercArea_Active_Solar_Potential,Area_PV_Potential,PercArea_PV_Potential,Glass_Area,Opaque_Area,Surface_Area,Floor_Area,S/F_RATIO,Canopy_Area,Handrail_Area,Louvers_Area,
Case_450,Front,Front_045,0,0.6,0.6,0.6,1.2,1.2,47.99,28.97,70.89,16.19,12.92,136.07,3.21,29.03,29.87,28.2,29.02,43.74,37.26,81,116.64,0.69,19.44,14.58,35.64,
Case_451,Front,Front_046,0,0.6,0.6,1.2,0,0,74.72,50.16,60.07,11.13,28.8,308.35,8.33,8.32,19.74,14.58,34.62,43.74,37.26,81,116.64,0.69,0,14.58,0,
Case_452,Front,Front_047,0,0.6,0.6,1.2,0,0.6,64.48,43.3,64.63,12.43,22.94,247.19,6.01,14.26,23.78,14.58,24.32,43.74,37.26,81,116.64,0.69,0,14.58,17.82,
Case_453,Front,Front_048,0,0.6,0.6,1.2,0,1.2,57.31,36.14,68.64,14.21,17.15,189.47,3.99,14.53,18.68,24.76,31.85,43.74,37.26,81,116.64,0.69,0,14.58,35.64,
Case_454,Front,Front_049,0,0.6,0.6,1.2,0.6,0,62.28,42.36,64.06,12.22,23.72,254.2,6.28,3.56,6.88,24.3,46.88,43.74,37.26,81,116.64,0.69,9.72,14.58,0,
Case_455,Front,Front_050,0,0.6,0.6,1.2,0.6,0.6,60.43,37.69,68.04,13.36,18.6,205.51,4.61,7.13,10.23,24.3,34.88,43.74,37.26,81,116.64,0.69,9.72,14.58,17.82,
Case_456,Front,Front_051,0,0.6,0.6,1.2,0.6,1.2,51.08,28.97,71.3,15.4,13.31,158.05,3.31,16.17,18.48,26.94,30.8,43.74,37.26,81,116.64,0.69,9.72,14.58,35.64,
Case_457,Front,Front_052,0,0.6,0.6,1.2,1.2,0,64.44,36.14,66.66,12.79,20.55,209.17,5.31,0,0,34.02,55.26,43.74,37.26,81,116.64,0.69,19.44,14.58,0,
Case_458,Front,Front_053,0,0.6,0.6,1.2,1.2,0.6,50.77,32.08,71.1,15.07,13.83,168.55,3.91,3.56,4.49,34.02,42.86,43.74,37.26,81,116.64,0.69,19.44,14.58,17.82,
Case_459,Front,Front_054,0,0.6,0.6,1.2,1.2,1.2,41.42,23.05,72.63,18.06,9.31,130.26,2.91,11.7,12.04,34.02,35,43.74,37.26,81,116.64,0.69,19.44,14.58,35.64,
Case_460,Front,Front_055,0,0.6,1.2,0,0,0,86.73,50.93,53.98,10.39,35.63,472.26,22.42,16.85,37.14,28.51,62.86,43.74,55.08,98.82,116.64,0.85,0,0,0,
Case_461,Front,Front_056,0,0.6,1.2,0,0,0.6,81.79,46.3,59.14,11.6,29.26,370.4,15.19,21.42,33.9,32.08,50.77,43.74,55.08,98.82,116.64,0.85,0,0,17.82,
Case_462,Front,Front_057,0,0.6,1.2,0,0,1.2,70.37,37.96,64.16,13.29,22.55,278.48,9.23,29.67,36.63,30.91,38.17,43.74,55.08,98.82,116.64,0.85,0,0,35.64,
Case_463,Front,Front_058,0,0.6,1.2,0,0.6,0,80.25,50,57.83,11.34,30.83,410.37,18.31,13.93,25.29,31.1,56.47,43.74,55.08,98.82,116.64,0.85,9.72,0,0,
Case_464,Front,Front_059,0,0.6,1.2,0,0.6,0.6,78.4,44.44,61.84,12.07,26.1,324.27,12.5,19.98,27.41,36.07,49.48,43.74,55.08,98.82,116.64,0.85,9.72,0,17.82,
Case_465,Front,Front_060,0,0.6,1.2,0,0.6,1.2,65.43,37.04,66.61,13.9,19.5,246.29,7.65,31.25,34.44,30.75,33.89,43.74,55.08,98.82,116.64,0.85,9.72,0,35.64,
Case_466,Front,Front_061,0,0.6,1.2,0,1.2,0,82.72,46.3,59.83,11.33,28.83,353.98,14.55,16.63,25.67,30.13,46.5,43.74,55.08,98.82,116.64,0.85,19.44,0,0,
Case_467,Front,Front_062,0,0.6,1.2,0,1.2,0.6,67.59,37.96,65.86,13.42,20.72,282.37,9.85,31.1,37.65,31.1,37.65,43.74,55.08,98.82,116.64,0.85,19.44,0,17.82,
Case_468,Front,Front_063,0,0.6,1.2,0,1.2,1.2,62.35,28.7,69.79,14.69,15.51,213.52,5.85,27.04,26.92,35.26,35.11,43.74,55.08,98.82,116.64,0.85,19.44,0,35.64,
Case_469,Front,Front_064,0,0.6,1.2,0.6,0,0,79.32,50,57.7,11.38,30.92,330.7,15.83,17.5,29.19,28.84,48.11,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_470,Front,Front_065,0,0.6,1.2,0.6,0,0.6,65.74,44.44,62.84,13.34,23.83,267.01,11.09,14.65,18.84,43.09,55.42,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_471,Front,Front_066,0,0.6,1.2,0.6,0,1.2,60.8,37.04,66.66,14.78,18.56,200.39,6.54,18.98,19.86,45.49,47.6,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_472,Front,Front_067,0,0.6,1.2,0.6,0.6,0,75.31,46.3,61.17,12.23,26.6,282.98,12.53,14.26,20.47,33.8,48.53,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_473,Front,Front_068,0,0.6,1.2,0.6,0.6,0.6,69.75,37.96,65.47,13.38,21.15,229.01,8.78,18.61,21.28,44.89,51.32,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_474,Front,Front_069,0,0.6,1.2,0.6,0.6,1.2,56.48,28.7,69.46,15.46,15.08,170.82,5.02,23.25,22.08,46.08,43.76,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_475,Front,Front_070,0,0.6,1.2,0.6,1.2,0,69.75,39.81,64.46,13.03,22.51,234.29,9.68,18.76,23.63,36.65,46.17,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_476,Front,Front_071,0,0.6,1.2,0.6,1.2,0.6,57.1,36.11,68.46,14.96,16.58,191,6.86,23.47,24.15,39.46,40.59,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_477,Front,Front_072,0,0.6,1.2,0.6,1.2,1.2,51.54,21.3,71.21,16.99,11.8,143.82,4.1,42.06,36.57,32.75,28.48,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_478,Front,Front_073,0,0.6,1.2,1.2,0,0,77.16,46.3,61,11.97,27.02,285.44,11.93,18.61,31.05,18.14,30.27,43.74,55.08,98.82,116.64,0.85,0,14.58,0,
Case_479,Front,Front_074,0,0.6,1.2,1.2,0,0.6,66.67,37.96,65.76,13.71,20.53,232.48,8.18,21.38,27.5,28.84,37.08,43.74,55.08,98.82,116.64,0.85,0,14.58,17.82,
Case_480,Front,Front_075,0,0.6,1.2,1.2,0,1.2,50.62,28.7,68.86,16.63,14.5,176.59,4.66,11.04,11.55,45,47.08,43.74,55.08,98.82,116.64,0.85,0,14.58,35.64,
Case_481,Front,Front_076,0,0.6,1.2,1.2,0.6,0,73.46,39.81,63.94,12.8,23.25,241.33,9.33,20.2,28.99,24.3,34.88,43.74,55.08,98.82,116.64,0.85,9.72,14.58,0,
Case_482,Front,Front_077,0,0.6,1.2,1.2,0.6,0.6,55.86,36.11,68.23,15.48,16.29,197.94,6.56,15.84,18.11,32.22,36.83,43.74,55.08,98.82,116.64,0.85,9.72,14.58,17.82,
Case_483,Front,Front_078,0,0.6,1.2,1.2,0.6,1.2,45.06,21.3,70.69,18.04,11.27,151.05,3.9,18.89,17.94,42.47,40.34,43.74,55.08,98.82,116.64,0.85,9.72,14.58,35.64,
Case_484,Front,Front_079,0,0.6,1.2,1.2,1.2,0,64.2,37.04,67.4,14.48,18.12,202.83,7.52,10.69,13.47,34.02,42.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,0,
Case_485,Front,Front_080,0,0.6,1.2,1.2,1.2,0.6,57.72,25,70.76,16.02,13.23,166.53,5.27,19.03,19.57,36.38,37.43,43.74,55.08,98.82,116.64,0.85,19.44,14.58,17.82,
Case_486,Front,Front_081,0,0.6,1.2,1.2,1.2,1.2,38.27,15.74,71.08,20.29,8.63,128.1,3.34,28.11,24.44,36.64,31.86,43.74,55.08,98.82,116.64,0.85,19.44,14.58,35.64,
Case_487,Front,Front_082,0,1.2,0,0,0,0,90.12,58.33,54.17,9.7,36.13,498.75,14.81,0,100,0,0,43.74,29.16,72.9,116.64,0.63,0,0,0,
Case_488,Front,Front_083,0,1.2,0,0,0,0.6,77.47,56.48,58.67,10.51,30.83,389.66,10.96,10.69,38.82,0,0,43.74,29.16,72.9,116.64,0.63,0,0,17.82,
Case_489,Front,Front_084,0,1.2,0,0,0,1.2,66.05,48.15,64.19,11.89,23.92,280.88,8,13.07,28.81,0,0,43.74,29.16,72.9,116.64,0.63,0,0,35.64,
Case_490,Front,Front_085,0,1.2,0,0,0.6,0,87.04,54.63,57.74,10.15,32.12,419.95,10.51,0,0,9.72,50,43.74,29.16,72.9,116.64,0.63,9.72,0,0,
Case_491,Front,Front_086,0,1.2,0,0,0.6,0.6,83.33,47.22,60.69,10.68,28.63,336.63,8.27,7.13,19.13,9.72,26.09,43.74,29.16,72.9,116.64,0.63,9.72,0,17.82,
Case_492,Front,Front_087,0,1.2,0,0,0.6,1.2,70.99,40.74,66.16,11.93,21.9,248.03,6.11,20.41,37.06,0,0,43.74,29.16,72.9,116.64,0.63,9.72,0,35.64,
Case_493,Front,Front_088,0,1.2,0,0,1.2,0,77.16,48.15,61.45,10.85,27.7,350.03,8.57,9.72,33.33,9.72,33.33,43.74,29.16,72.9,116.64,0.63,19.44,0,0,
Case_494,Front,Front_089,0,1.2,0,0,1.2,0.6,74.69,41.67,64.79,11.53,23.67,282.24,6.81,9.72,20.69,9.72,20.69,43.74,29.16,72.9,116.64,0.63,19.44,0,17.82,
Case_495,Front,Front_090,0,1.2,0,0,1.2,1.2,62.96,34.26,69.73,13.03,17.24,210.77,5.06,16.49,25.44,9.72,15,43.74,29.16,72.9,116.64,0.63,19.44,0,35.64,
Case_496,Front,Front_091,0,1.2,0,0.6,0,0,80.25,54.63,56.98,10.15,32.87,316.24,8.18,0,0,14.58,60,43.74,29.16,72.9,116.64,0.63,0,14.58,0,
Case_497,Front,Front_092,0,1.2,0,0.6,0,0.6,71.3,47.22,61.51,11.16,27.33,255.82,6.59,0,0,14.58,34.62,43.74,29.16,72.9,116.64,0.63,0,14.58,17.82,
Case_498,Front,Front_093,0,1.2,0,0.6,0,1.2,58.33,40.74,67.36,13.05,19.59,186.71,4.78,10.69,17.84,14.58,24.32,43.74,29.16,72.9,116.64,0.63,0,14.58,35.64,
Case_499,Front,Front_094,0,1.2,0,0.6,0.6,0,76.85,48.15,60.51,10.86,28.64,255.44,6.83,0,0,24.3,71.43,43.74,29.16,72.9,116.64,0.63,9.72,14.58,0,
Case_500,Front,Front_095,0,1.2,0,0.6,0.6,0.6,66.36,41.67,65.09,11.97,22.94,206.51,5.49,0,0,24.3,46.88,43.74,29.16,72.9,116.64,0.63,9.72,14.58,17.82,
Case_501,Front,Front_096,0,1.2,0,0.6,0.6,1.2,52.16,34.26,70.42,14.11,15.47,154.05,4.07,7.13,10.23,24.3,34.88,43.74,29.16,72.9,116.64,0.63,9.72,14.58,35.64,
Case_502,Front,Front_097,0,1.2,0,0.6,1.2,0,62.96,39.81,65.26,11.96,22.78,201.46,5.83,9.72,22.22,24.3,55.56,43.74,29.16,72.9,116.64,0.63,19.44,14.58,0,
Case_503,Front,Front_098,0,1.2,0,0.6,1.2,0.6,60.8,37.04,68.77,12.95,18.28,162.4,4.69,9.72,15.79,24.3,39.47,43.74,29.16,72.9,116.64,0.63,19.44,14.58,17.82,
Case_504,Front,Front_099,0,1.2,0,0.6,1.2,1.2,46.3,28.7,73.08,15.54,11.38,122.44,3.56,14.58,18.37,19.44,24.49,43.74,29.16,72.9,116.64,0.63,19.44,14.58,35.64,
Case_505,Front,Front_100,0,1.2,0,1.2,0,0,73.15,48.15,61.16,10.98,27.85,282.53,6.55,0,0,14.58,60,43.74,29.16,72.9,116.64,0.63,0,14.58,0,
Case_506,Front,Front_101,0,1.2,0,1.2,0,0.6,59.57,41.67,66.21,12.5,21.29,231.2,5.33,0,0,14.58,34.62,43.74,29.16,72.9,116.64,0.63,0,14.58,17.82,
Case_507,Front,Front_102,0,1.2,0,1.2,0,1.2,51.85,34.26,70.34,14.15,15.51,173.28,4.01,0,0,14.58,24.32,43.74,29.16,72.9,116.64,0.63,0,14.58,35.64,
Case_508,Front,Front_103,0,1.2,0,1.2,0.6,0,61.42,39.81,65.32,12.08,22.6,232.86,5.93,0,0,24.3,71.43,43.74,29.16,72.9,116.64,0.63,9.72,14.58,0,
Case_509,Front,Front_104,0,1.2,0,1.2,0.6,0.6,58.02,37.04,68.82,13.19,17.99,189.22,4.8,0,0,24.3,46.88,43.74,29.16,72.9,116.64,0.63,9.72,14.58,17.82,
Case_510,Front,Front_105,0,1.2,0,1.2,0.6,1.2,45.68,28.7,72.9,15.79,11.31,144.2,3.64,0,0,24.3,34.88,43.74,29.16,72.9,116.64,0.63,9.72,14.58,35.64,
Case_511,Front,Front_106,0,1.2,0,1.2,1.2,0,55.56,33.33,68.33,13.12,18.55,194.64,5.2,9.72,22.22,24.3,55.56,43.74,29.16,72.9,116.64,0.63,19.44,14.58,0,
Case_512,Front,Front_107,0,1.2,0,1.2,1.2,0.6,48.15,30.56,72.49,14.71,12.8,157.51,4.19,9.72,15.79,24.3,39.47,43.74,29.16,72.9,116.64,0.63,19.44,14.58,17.82,
Case_513,Front,Front_108,0,1.2,0,1.2,1.2,1.2,41.05,24.07,74.87,17.17,7.96,121.28,3.21,9.72,12.24,24.3,30.61,43.74,29.16,72.9,116.64,0.63,19.44,14.58,35.64,
Case_514,Front,Front_109,0,1.2,0.6,0,0,0,88.89,55.56,54.59,9.91,35.5,417.96,15.08,10.12,36.73,5.94,21.57,43.74,46.98,90.72,116.64,0.78,0,0,0,
Case_515,Front,Front_110,0,1.2,0.6,0,0,0.6,72.84,50,61.6,11.56,26.84,316.19,10.13,18.22,40.16,6.73,14.84,43.74,46.98,90.72,116.64,0.78,0,0,17.82,
Case_516,Front,Front_111,0,1.2,0.6,0,0,1.2,70.37,40.74,65.59,12.52,21.89,231.06,6.61,29.3,46.38,6.73,10.66,43.74,46.98,90.72,116.64,0.78,0,0,35.64,
Case_517,Front,Front_112,0,1.2,0.6,0,0.6,0,87.35,50,58.08,10.4,31.52,354.02,10.89,10.69,28.7,9.72,26.09,43.74,46.98,90.72,116.64,0.78,9.72,0,0,
Case_518,Front,Front_113,0,1.2,0.6,0,0.6,0.6,77.47,43.52,63.4,11.62,24.98,275.07,7.76,27.86,50.59,6.8,12.35,43.74,46.98,90.72,116.64,0.78,9.72,0,17.82,
Case_519,Front,Front_114,0,1.2,0.6,0,0.6,1.2,64.81,35.19,68.47,13.28,18.25,205.21,5.26,27.54,37.78,7.13,9.78,43.74,46.98,90.72,116.64,0.78,9.72,0,35.64,
Case_520,Front,Front_115,0,1.2,0.6,0,1.2,0,83.02,42.59,62.19,11.24,26.57,295.15,8.2,13.02,27.71,15.92,33.9,43.74,46.98,90.72,116.64,0.78,19.44,0,0,
Case_521,Front,Front_116,0,1.2,0.6,0,1.2,0.6,60.49,37.96,68.24,13.12,18.64,231.93,6.04,24.73,38.17,11.34,17.5,43.74,46.98,90.72,116.64,0.78,19.44,0,17.82,
Case_522,Front,Front_117,0,1.2,0.6,0,1.2,1.2,50.62,28.7,71.63,15.09,13.28,175.14,4.29,35.09,42.47,6.49,7.85,43.74,46.98,90.72,116.64,0.78,19.44,0,35.64,
Case_523,Front,Front_118,0,1.2,0.6,0.6,0,0,77.47,50,59.3,10.89,29.81,263.29,8.4,7.13,16.92,14.58,34.62,43.74,46.98,90.72,116.64,0.78,0,14.58,0,
Case_524,Front,Front_119,0,1.2,0.6,0.6,0,0.6,62.96,43.52,64.76,12.6,22.64,208.32,6.14,16.63,27.75,18.14,30.27,43.74,46.98,90.72,116.64,0.78,0,14.58,17.82,
Case_525,Front,Front_120,0,1.2,0.6,0.6,0,1.2,52.47,35.19,69.01,14.79,16.19,151.17,3.95,17.82,22.92,21.71,27.92,43.74,46.98,90.72,116.64,0.78,0,14.58,35.64,
Case_526,Front,Front_121,0,1.2,0.6,0.6,0.6,0,73.15,42.59,62.65,11.68,25.67,214.31,6.42,5.15,9.93,24.3,46.88,43.74,46.98,90.72,116.64,0.78,9.72,14.58,0,
Case_527,Front,Front_122,0,1.2,0.6,0.6,0.6,0.6,56.79,37.96,67.98,13.69,18.33,170.06,4.77,10.69,15.35,24.3,34.88,43.74,46.98,90.72,116.64,0.78,9.72,14.58,17.82,
Case_528,Front,Front_123,0,1.2,0.6,0.6,0.6,1.2,52.78,28.7,71.43,14.99,13.58,126.64,3.38,32.72,37.41,16.52,18.89,43.74,46.98,90.72,116.64,0.78,9.72,14.58,35.64,
Case_529,Front,Front_124,0,1.2,0.6,0.6,1.2,0,66.36,36.11,66.23,12.61,21.17,173.05,5.42,4.89,7.95,29.52,47.96,43.74,46.98,90.72,116.64,0.78,19.44,14.58,0,
Case_530,Front,Front_125,0,1.2,0.6,0.6,1.2,0.6,56.79,32.41,70.83,14.25,14.91,137.15,4.07,13.11,16.52,28.04,35.32,43.74,46.98,90.72,116.64,0.78,19.44,14.58,17.82,
Case_531,Front,Front_126,0,1.2,0.6,0.6,1.2,1.2,42.59,23.15,73.21,17.59,9.2,103.49,2.98,33.33,34.29,14.94,15.37,43.74,46.98,90.72,116.64,0.78,19.44,14.58,35.64,
Case_532,Front,Front_127,0,1.2,0.6,1.2,0,0,69.44,42.59,63.45,11.93,24.62,232.51,6.25,3.56,8.46,14.58,34.62,43.74,46.98,90.72,116.64,0.78,0,14.58,0,
Case_533,Front,Front_128,0,1.2,0.6,1.2,0,0.6,54.32,37.96,68.44,13.73,17.84,188.81,4.72,7.13,11.89,14.58,24.32,43.74,46.98,90.72,116.64,0.78,0,14.58,17.82,
Case_534,Front,Front_129,0,1.2,0.6,1.2,0,1.2,46.91,28.7,71.17,16.05,12.78,144.27,3.35,15.84,20.37,18.14,23.33,43.74,46.98,90.72,116.64,0.78,0,14.58,35.64,
Case_535,Front,Front_130,0,1.2,0.6,1.2,0.6,0,64.51,36.11,66.45,12.8,20.76,194.46,5.43,0,0,24.3,46.88,43.74,46.98,90.72,116.64,0.78,9.72,14.58,0,
Case_536,Front,Front_131,0,1.2,0.6,1.2,0.6,0.6,55.56,32.41,70.7,14.59,14.71,157.67,4.09,3.96,5.68,24.3,34.88,43.74,46.98,90.72,116.64,0.78,9.72,14.58,17.82,
Case_537,Front,Front_132,0,1.2,0.6,1.2,0.6,1.2,45.68,23.15,73.23,17.06,9.71,121.22,3.03,10.69,12.22,24.3,27.78,43.74,46.98,90.72,116.64,0.78,9.72,14.58,35.64,
Case_538,Front,Front_133,0,1.2,0.6,1.2,1.2,0,54.01,28.7,70.1,14.35,15.55,161.3,4.82,3.74,6.07,30.28,49.19,43.74,46.98,90.72,116.64,0.78,19.44,14.58,0,
Case_539,Front,Front_134,0,1.2,0.6,1.2,1.2,0.6,45.37,24.07,73.23,16.6,10.17,130.33,3.65,4,5.04,30.42,38.32,43.74,46.98,90.72,116.64,0.78,19.44,14.58,17.82,
Case_540,Front,Front_135,0,1.2,0.6,1.2,1.2,1.2,41.36,12.96,74.58,18.55,6.87,100.86,2.7,13.29,13.68,27.85,28.66,43.74,46.98,90.72,116.64,0.78,19.44,14.58,35.64,
Case_541,Front,Front_136,0,1.2,1.2,0,0,0,85.19,49.84,56.14,10.62,33.23,382.04,17.64,13.93,30.71,21.38,47.14,43.74,64.8,108.54,116.64,0.93,0,0,0,
Case_542,Front,Front_137,0,1.2,1.2,0,0,0.6,81.76,43.62,61.83,11.82,26.35,298.25,11.59,21.38,33.85,21.38,33.85,43.74,64.8,108.54,116.64,0.93,0,0,17.82,
Case_543,Front,Front_138,0,1.2,1.2,0,0,1.2,69.99,33.33,67.2,13.5,19.3,221.97,7.19,31.68,39.11,21.38,26.4,43.74,64.8,108.54,116.64,0.93,0,0,35.64,
Case_544,Front,Front_139,0,1.2,1.2,0,0.6,0,83.64,46.42,59.32,11.2,29.49,333.82,14.25,16.63,30.2,20.41,37.06,43.74,64.8,108.54,116.64,0.93,9.72,0,0,
Case_545,Front,Front_140,0,1.2,1.2,0,0.6,0.6,77.67,38.32,64.93,12.49,22.57,265.86,9.79,31.1,42.67,21.38,29.33,43.74,64.8,108.54,116.64,0.93,9.72,0,17.82,
Case_546,Front,Front_141,0,1.2,1.2,0,0.6,1.2,56.04,26.79,70.07,15.33,14.61,198.09,5.94,27.86,30.71,21.38,23.57,43.74,64.8,108.54,116.64,0.93,9.72,0,35.64,
Case_547,Front,Front_142,0,1.2,1.2,0,1.2,0,81.17,40.19,62.94,11.98,25.07,284.01,11.25,21.06,32.5,23.33,36,43.74,64.8,108.54,116.64,0.93,19.44,0,0,
Case_548,Front,Front_143,0,1.2,1.2,0,1.2,0.6,72.02,35.82,68.21,13.52,18.27,228.45,7.88,33.88,41,20.41,24.71,43.74,64.8,108.54,116.64,0.93,19.44,0,17.82,
Case_549,Front,Front_144,0,1.2,1.2,0,1.2,1.2,56.28,21.18,71.89,15.8,12.32,173.13,4.9,37.58,37.42,21.38,21.29,43.74,64.8,108.54,116.64,0.93,19.44,0,35.64,
Case_550,Front,Front_145,0,1.2,1.2,0.6,0,0,77.78,46.42,60.38,11.8,27.81,262.38,11.95,16.24,27.09,22.5,37.54,43.74,64.8,108.54,116.64,0.93,0,14.58,0,
Case_551,Front,Front_146,0,1.2,1.2,0.6,0,0.6,70.16,38.32,65.61,13.35,21.04,213.28,8.51,17.82,22.92,35.96,46.25,43.74,64.8,108.54,116.64,0.93,0,14.58,17.82,
Case_552,Front,Front_147,0,1.2,1.2,0.6,0,1.2,50.41,26.79,69.46,16.54,14.01,155.86,4.9,21.38,22.37,35.96,37.63,43.74,64.8,108.54,116.64,0.93,0,14.58,35.64,
Case_553,Front,Front_148,0,1.2,1.2,0.6,0.6,0,75.31,40.19,63.57,12.51,23.92,220.81,9.47,17.82,25.58,27.86,40,43.74,64.8,108.54,116.64,0.93,9.72,14.58,0,
Case_554,Front,Front_149,0,1.2,1.2,0.6,0.6,0.6,59.22,35.82,68.3,15.01,16.69,180.76,6.9,19.01,21.73,34.99,40,43.74,64.8,108.54,116.64,0.93,9.72,14.58,17.82,
Case_555,Front,Front_150,0,1.2,1.2,0.6,0.6,1.2,51.92,21.18,71.37,16.79,11.84,135.47,4.2,40.82,38.77,26.24,24.92,43.74,64.8,108.54,116.64,0.93,9.72,14.58,35.64,
Case_556,Front,Front_151,0,1.2,1.2,0.6,1.2,0,67.18,36.76,67.34,14.08,18.57,184.5,7.64,24.73,31.16,25.92,32.65,43.74,64.8,108.54,116.64,0.93,19.44,14.58,0,
Case_557,Front,Front_152,0,1.2,1.2,0.6,1.2,0.6,57.89,25.24,70.7,15.62,13.68,151.17,5.56,25.92,26.67,33.05,34,43.74,64.8,108.54,116.64,0.93,19.44,14.58,17.82,
Case_558,Front,Front_153,0,1.2,1.2,0.6,1.2,1.2,45.95,15.89,72.51,18.47,9.02,114.04,3.55,47.39,41.21,20.68,17.98,43.74,64.8,108.54,116.64,0.93,19.44,14.58,35.64,
Case_559,Front,Front_154,0,1.2,1.2,1.2,0,0,73.08,40.19,64.2,12.8,23,222.96,8.99,20.59,34.35,14.58,24.32,43.74,64.8,108.54,116.64,0.93,0,14.58,0,
Case_560,Front,Front_155,0,1.2,1.2,1.2,0,0.6,56.1,35.82,68.62,15.22,16.16,183.55,6.39,17.42,22.41,22.5,28.94,43.74,64.8,108.54,116.64,0.93,0,14.58,17.82,
Case_561,Front,Front_156,0,1.2,1.2,1.2,0,1.2,45.75,21.18,70.6,18.18,11.22,139.01,3.86,17.82,18.64,35.96,37.63,43.74,64.8,108.54,116.64,0.93,0,14.58,35.64,
Case_562,Front,Front_157,0,1.2,1.2,1.2,0.6,0,69.31,36.76,67.01,13.82,19.17,189.89,7.36,10.69,15.35,24.3,34.88,43.74,64.8,108.54,116.64,0.93,9.72,14.58,0,
Case_563,Front,Front_158,0,1.2,1.2,1.2,0.6,0.6,57.61,25.24,70.56,16.09,13.35,156.64,5.28,18.18,20.78,27.5,31.44,43.74,64.8,108.54,116.64,0.93,9.72,14.58,17.82,
Case_564,Front,Front_159,0,1.2,1.2,1.2,0.6,1.2,39.16,15.89,71.33,19.86,8.81,120.03,3.38,21.29,20.22,33.1,31.44,43.74,64.8,108.54,116.64,0.93,9.72,14.58,35.64,
Case_565,Front,Front_160,0,1.2,1.2,1.2,1.2,0,57.1,28.04,69.79,15.73,14.47,161.28,6.03,16.11,20.29,27.81,35.03,43.74,64.8,108.54,116.64,0.93,19.44,14.58,0,
Case_566,Front,Front_161,0,1.2,1.2,1.2,1.2,0.6,45.13,15.89,71.74,18.62,9.64,132.87,4.36,21.67,22.3,27,27.78,43.74,64.8,108.54,116.64,0.93,19.44,14.58,17.82,
Case_567,Front,Front_162,0,1.2,1.2,1.2,1.2,1.2,37.86,11.22,72.78,20.66,6.56,102.23,2.88,25.92,22.54,33.05,28.73,43.74,64.8,108.54,116.64,0.93,19.44,14.58,35.64,
